code,idx,date,close
002281.XSHE,1.0,2019-06-28,26.3
002281.XSHE,2.0,2019-07-31,27.82
002281.XSHE,3.0,2019-08-30,28.56
002281.XSHE,4.0,2019-09-30,28.44
002281.XSHE,5.0,2019-10-31,27.2
002281.XSHE,6.0,2019-11-29,27.9
002281.XSHE,7.0,2019-12-31,29.78
002281.XSHE,8.0,2020-01-23,29.55
002281.XSHE,9.0,2020-02-28,29.88
002281.XSHE,10.0,2020-03-31,31.41
002281.XSHE,11.0,2020-04-30,29.7
002282.XSHE,0.0,2019-05-31,8.65
002282.XSHE,1.0,2019-06-28,8.75
002282.XSHE,2.0,2019-07-31,9.54
002282.XSHE,3.0,2019-08-23,8.9
002282.XSHE,4.0,2019-09-30,8.8
002282.XSHE,5.0,2019-10-31,8.26
002282.XSHE,6.0,2019-11-29,7.96
002282.XSHE,7.0,2019-12-31,8.38
002282.XSHE,8.0,2020-01-23,8.07
002282.XSHE,9.0,2020-02-28,7.12
002282.XSHE,10.0,2020-03-31,6.92
002282.XSHE,11.0,2020-04-29,6.73
002283.XSHE,0.0,2019-05-31,3.91
002283.XSHE,1.0,2019-06-28,3.93
002283.XSHE,2.0,2019-07-31,3.86
002283.XSHE,3.0,2019-08-30,3.73
002283.XSHE,4.0,2019-09-30,3.65
002283.XSHE,5.0,2019-10-31,3.65
002283.XSHE,6.0,2019-11-29,3.57
002283.XSHE,7.0,2019-12-31,3.68
002283.XSHE,8.0,2020-01-23,3.63
002283.XSHE,9.0,2020-02-28,3.58
002283.XSHE,10.0,2020-03-31,3.45
002283.XSHE,11.0,2020-04-30,4.07
002284.XSHE,0.0,2019-05-31,4.95
002284.XSHE,1.0,2019-06-28,5.39
002284.XSHE,2.0,2019-07-31,4.94
002284.XSHE,3.0,2019-08-30,4.73
002284.XSHE,4.0,2019-09-30,4.83
002284.XSHE,5.0,2019-10-31,4.65
002284.XSHE,6.0,2019-11-29,4.56
002284.XSHE,7.0,2019-12-31,5.08
002284.XSHE,8.0,2020-01-23,5.09
002284.XSHE,9.0,2020-02-28,4.92
002284.XSHE,10.0,2020-03-31,4.62
002284.XSHE,11.0,2020-04-30,4.59
002285.XSHE,0.0,2019-05-31,4.65
002285.XSHE,1.0,2019-06-28,4.5
002285.XSHE,2.0,2019-07-31,4.29
002285.XSHE,3.0,2019-08-30,3.96
002285.XSHE,4.0,2019-09-30,3.78
002285.XSHE,5.0,2019-10-31,3.48
002285.XSHE,6.0,2019-11-29,3.19
002285.XSHE,7.0,2019-12-31,3.74
002285.XSHE,8.0,2020-01-23,3.24
002285.XSHE,9.0,2020-02-28,3.07
002285.XSHE,10.0,2020-03-31,2.91
002285.XSHE,11.0,2020-04-30,2.83
002286.XSHE,0.0,2019-05-31,6.23
002286.XSHE,1.0,2019-06-28,5.88
002286.XSHE,2.0,2019-07-31,5.96
002286.XSHE,3.0,2019-08-30,5.9
002286.XSHE,4.0,2019-09-30,5.67
002286.XSHE,5.0,2019-10-31,5.85
002286.XSHE,6.0,2019-11-29,5.88
002286.XSHE,7.0,2019-12-31,6.02
002286.XSHE,8.0,2020-01-23,5.95
002286.XSHE,9.0,2020-02-28,6.6
002286.XSHE,10.0,2020-03-31,8.0
002286.XSHE,11.0,2020-04-30,8.2
002287.XSHE,0.0,2019-05-31,20.6
002287.XSHE,1.0,2019-06-28,22.06
002287.XSHE,2.0,2019-07-31,20.71
