code,idx,date,close
300630.XSHE,1.0,2019-06-28,57.62
300630.XSHE,2.0,2019-07-31,45.0
300630.XSHE,3.0,2019-08-30,49.7
300630.XSHE,4.0,2019-09-30,51.1
300630.XSHE,5.0,2019-10-31,59.1
300630.XSHE,6.0,2019-11-29,61.79
300630.XSHE,7.0,2019-12-31,56.64
300630.XSHE,8.0,2020-01-23,64.97
300630.XSHE,9.0,2020-02-28,61.9
300630.XSHE,10.0,2020-03-31,63.86
300630.XSHE,11.0,2020-04-30,70.9
300631.XSHE,0.0,2019-05-31,17.53
300631.XSHE,1.0,2019-06-28,22.15
300631.XSHE,2.0,2019-07-31,18.92
300631.XSHE,3.0,2019-08-30,17.4
300631.XSHE,4.0,2019-09-30,16.94
300631.XSHE,5.0,2019-10-31,16.5
300631.XSHE,6.0,2019-11-29,15.34
300631.XSHE,7.0,2019-12-31,16.79
300631.XSHE,8.0,2020-01-23,16.44
300631.XSHE,9.0,2020-02-28,16.75
300631.XSHE,10.0,2020-03-31,16.12
300631.XSHE,11.0,2020-04-30,16.71
300632.XSHE,0.0,2019-05-31,11.05
300632.XSHE,1.0,2019-06-28,13.57
300632.XSHE,2.0,2019-07-31,13.6
300632.XSHE,3.0,2019-08-30,13.69
300632.XSHE,4.0,2019-09-30,14.47
300632.XSHE,5.0,2019-10-31,15.07
300632.XSHE,6.0,2019-11-29,18.43
300632.XSHE,7.0,2019-12-31,18.3
300632.XSHE,8.0,2020-01-23,19.59
300632.XSHE,9.0,2020-02-28,18.52
300632.XSHE,10.0,2020-03-31,13.59
300632.XSHE,11.0,2020-04-30,13.69
300633.XSHE,0.0,2019-05-31,29.52
300633.XSHE,1.0,2019-06-28,28.56
300633.XSHE,2.0,2019-07-31,26.3
300633.XSHE,3.0,2019-08-30,26.64
300633.XSHE,4.0,2019-09-30,25.64
300633.XSHE,5.0,2019-10-31,21.18
300633.XSHE,6.0,2019-11-29,20.91
300633.XSHE,7.0,2019-12-31,23.9
300633.XSHE,8.0,2020-01-23,27.59
300633.XSHE,9.0,2020-02-28,24.59
300633.XSHE,10.0,2020-03-31,25.99
300633.XSHE,11.0,2020-04-30,29.23
300634.XSHE,0.0,2019-05-31,23.34
300634.XSHE,1.0,2019-06-28,21.67
300634.XSHE,2.0,2019-07-31,20.27
300634.XSHE,3.0,2019-08-30,19.48
300634.XSHE,4.0,2019-09-30,19.0
300634.XSHE,5.0,2019-10-31,18.15
300634.XSHE,6.0,2019-11-29,16.6
300634.XSHE,7.0,2019-12-31,18.06
300634.XSHE,8.0,2020-01-23,17.61
300634.XSHE,9.0,2020-02-28,20.91
300634.XSHE,10.0,2020-03-31,17.84
300634.XSHE,11.0,2020-04-30,20.99
300635.XSHE,0.0,2019-05-31,16.96
300635.XSHE,1.0,2019-06-28,16.27
300635.XSHE,2.0,2019-07-31,19.4
300635.XSHE,3.0,2019-08-30,18.1
300635.XSHE,4.0,2019-09-30,16.45
300635.XSHE,5.0,2019-10-31,17.63
300635.XSHE,6.0,2019-11-29,15.33
300635.XSHE,7.0,2019-12-31,15.94
300635.XSHE,8.0,2020-01-23,17.5
300635.XSHE,9.0,2020-02-28,18.7
300635.XSHE,10.0,2020-03-31,20.17
300635.XSHE,11.0,2020-04-30,24.23
300636.XSHE,0.0,2019-05-31,12.06
300636.XSHE,1.0,2019-06-28,14.8
300636.XSHE,2.0,2019-07-31,12.75
300636.XSHE,3.0,2019-08-30,13.25
300636.XSHE,4.0,2019-09-30,13.48
300636.XSHE,5.0,2019-10-31,13.73
300636.XSHE,6.0,2019-11-29,15.23
300636.XSHE,7.0,2019-12-31,18.49
300636.XSHE,8.0,2020-01-23,17.54
300636.XSHE,9.0,2020-02-28,18.25
300636.XSHE,10.0,2020-03-31,24.23
300636.XSHE,11.0,2020-04-30,23.62
300637.XSHE,0.0,2019-05-31,12.56
300637.XSHE,1.0,2019-06-28,12.86
300637.XSHE,2.0,2019-07-31,12.73
300637.XSHE,3.0,2019-08-30,12.41
300637.XSHE,4.0,2019-09-30,12.7
300637.XSHE,5.0,2019-10-31,11.91
300637.XSHE,6.0,2019-11-29,11.89
300637.XSHE,7.0,2019-12-31,12.51
300637.XSHE,8.0,2020-01-23,12.35
300637.XSHE,9.0,2020-02-28,12.42
300637.XSHE,10.0,2020-03-31,10.0
300637.XSHE,11.0,2020-04-30,8.94
300638.XSHE,0.0,2019-05-31,24.72
300638.XSHE,1.0,2019-06-28,30.38
300638.XSHE,2.0,2019-07-31,32.43
300638.XSHE,3.0,2019-08-30,36.73
300638.XSHE,4.0,2019-09-30,35.28
300638.XSHE,5.0,2019-10-31,31.62
300638.XSHE,6.0,2019-11-29,32.54
300638.XSHE,7.0,2019-12-31,34.67
300638.XSHE,8.0,2020-01-23,37.48
300638.XSHE,9.0,2020-02-28,42.21
300638.XSHE,10.0,2020-03-31,36.49
300638.XSHE,11.0,2020-04-30,42.57
300639.XSHE,0.0,2019-05-31,14.11
300639.XSHE,1.0,2019-06-28,14.31
300639.XSHE,2.0,2019-07-31,14.65
300639.XSHE,3.0,2019-08-30,15.96
300639.XSHE,4.0,2019-09-30,19.2
300639.XSHE,5.0,2019-10-31,23.08
300639.XSHE,6.0,2019-11-29,25.15
300639.XSHE,7.0,2019-12-31,24.29
300639.XSHE,8.0,2020-01-23,28.41
300639.XSHE,9.0,2020-02-28,29.67
300639.XSHE,10.0,2020-03-31,27.81
300639.XSHE,11.0,2020-04-30,30.57
300640.XSHE,0.0,2019-05-31,8.17
300640.XSHE,1.0,2019-06-28,7.82
300640.XSHE,2.0,2019-07-31,7.8
300640.XSHE,3.0,2019-08-30,7.41
300640.XSHE,4.0,2019-09-30,7.71
300640.XSHE,5.0,2019-10-31,7.98
300640.XSHE,6.0,2019-11-29,7.13
300640.XSHE,7.0,2019-12-31,8.16
300640.XSHE,8.0,2020-01-23,7.48
300640.XSHE,9.0,2020-02-28,7.03
300640.XSHE,10.0,2020-03-31,7.19
300640.XSHE,11.0,2020-04-30,10.13
300641.XSHE,0.0,2019-05-31,5.23
300641.XSHE,1.0,2019-06-28,5.45
300641.XSHE,2.0,2019-07-31,5.49
300641.XSHE,3.0,2019-08-30,5.46
300641.XSHE,4.0,2019-09-30,5.01
300641.XSHE,5.0,2019-10-31,4.98
300641.XSHE,6.0,2019-11-29,4.74
300641.XSHE,7.0,2019-12-31,4.95
300641.XSHE,8.0,2020-01-23,4.88
300641.XSHE,9.0,2020-02-28,4.65
300641.XSHE,10.0,2020-03-31,4.57
300641.XSHE,11.0,2020-04-30,4.38
300642.XSHE,0.0,2019-05-31,39.99
300642.XSHE,1.0,2019-06-28,40.07
300642.XSHE,2.0,2019-07-31,38.12
300642.XSHE,3.0,2019-08-30,38.88
300642.XSHE,4.0,2019-09-30,40.4
300642.XSHE,5.0,2019-10-31,45.81
300642.XSHE,6.0,2019-11-29,40.64
300642.XSHE,7.0,2019-12-31,41.17
300642.XSHE,8.0,2020-01-23,44.63
300642.XSHE,9.0,2020-02-28,47.38
300642.XSHE,10.0,2020-03-31,43.43
300642.XSHE,11.0,2020-04-30,41.94
300643.XSHE,0.0,2019-05-31,9.0
300643.XSHE,1.0,2019-06-28,9.0
300643.XSHE,2.0,2019-07-31,9.42
300643.XSHE,3.0,2019-08-30,8.5
300643.XSHE,4.0,2019-09-30,8.82
300643.XSHE,5.0,2019-10-31,8.53
300643.XSHE,6.0,2019-11-29,11.7
300643.XSHE,7.0,2019-12-31,22.14
300643.XSHE,8.0,2020-01-23,19.0
300643.XSHE,9.0,2020-02-28,15.85
300643.XSHE,10.0,2020-03-31,13.79
300643.XSHE,11.0,2020-04-30,13.24
300644.XSHE,0.0,2019-05-31,30.41
300644.XSHE,1.0,2019-06-28,28.13
300644.XSHE,2.0,2019-07-31,27.7
300644.XSHE,3.0,2019-08-30,27.29
300644.XSHE,4.0,2019-09-30,28.97
300644.XSHE,5.0,2019-10-31,27.69
300644.XSHE,6.0,2019-11-29,27.22
300644.XSHE,7.0,2019-12-31,29.66
300644.XSHE,8.0,2020-01-23,29.93
300644.XSHE,9.0,2020-02-28,31.6
300644.XSHE,10.0,2020-03-31,31.63
300644.XSHE,11.0,2020-04-30,29.34
300645.XSHE,0.0,2019-05-31,15.24
300645.XSHE,1.0,2019-06-28,15.51
300645.XSHE,2.0,2019-07-31,14.89
300645.XSHE,3.0,2019-08-30,14.7
300645.XSHE,4.0,2019-09-30,14.76
300645.XSHE,5.0,2019-10-31,14.74
300645.XSHE,6.0,2019-11-29,13.65
300645.XSHE,7.0,2019-12-31,14.55
300645.XSHE,8.0,2020-01-23,14.21
300645.XSHE,9.0,2020-02-28,14.81
300645.XSHE,10.0,2020-03-31,14.67
300645.XSHE,11.0,2020-04-30,14.18
300647.XSHE,0.0,2019-05-31,9.73
300647.XSHE,1.0,2019-06-28,10.09
300647.XSHE,2.0,2019-07-31,9.5
300647.XSHE,3.0,2019-08-30,9.91
300647.XSHE,4.0,2019-09-30,9.36
300647.XSHE,5.0,2019-10-31,8.72
300647.XSHE,6.0,2019-11-29,8.28
300647.XSHE,7.0,2019-12-31,8.79
300647.XSHE,8.0,2020-01-23,8.92
300647.XSHE,9.0,2020-02-28,8.16
300647.XSHE,10.0,2020-03-31,8.26
300647.XSHE,11.0,2020-04-30,7.58
300648.XSHE,0.0,2019-05-31,16.72
300648.XSHE,1.0,2019-06-28,20.71
300648.XSHE,2.0,2019-07-31,17.85
300648.XSHE,3.0,2019-08-30,16.63
300648.XSHE,4.0,2019-09-30,16.68
300648.XSHE,5.0,2019-10-31,15.83
300648.XSHE,6.0,2019-11-29,14.7
300648.XSHE,7.0,2019-12-31,15.9
300648.XSHE,8.0,2020-01-23,15.31
300648.XSHE,9.0,2020-02-28,18.85
300648.XSHE,10.0,2020-03-31,15.47
300648.XSHE,11.0,2020-04-30,14.71
300649.XSHE,0.0,2019-05-31,21.23
300649.XSHE,1.0,2019-06-28,21.0
300649.XSHE,2.0,2019-07-31,21.29
300649.XSHE,3.0,2019-08-30,19.71
300649.XSHE,4.0,2019-09-30,19.95
300649.XSHE,5.0,2019-10-31,20.56
300649.XSHE,6.0,2019-11-29,19.2
300649.XSHE,7.0,2019-12-31,20.01
300649.XSHE,8.0,2020-01-23,19.45
300649.XSHE,9.0,2020-02-28,17.14
300649.XSHE,10.0,2020-03-31,17.56
300649.XSHE,11.0,2020-04-30,17.37
300650.XSHE,0.0,2019-05-31,14.59
300650.XSHE,1.0,2019-06-28,14.64
300650.XSHE,2.0,2019-07-31,15.68
300650.XSHE,3.0,2019-08-30,15.29
300650.XSHE,4.0,2019-09-30,16.81
300650.XSHE,5.0,2019-10-31,18.07
300650.XSHE,6.0,2019-11-29,16.55
300650.XSHE,7.0,2019-12-31,16.8
300650.XSHE,8.0,2020-01-23,15.72
300650.XSHE,9.0,2020-02-28,14.55
300650.XSHE,10.0,2020-03-31,14.06
300650.XSHE,11.0,2020-04-30,13.45
300651.XSHE,0.0,2019-05-31,45.98
300651.XSHE,1.0,2019-06-28,39.65
300651.XSHE,2.0,2019-07-31,34.07
300651.XSHE,3.0,2019-08-30,33.4
300651.XSHE,4.0,2019-09-30,31.94
300651.XSHE,5.0,2019-10-31,28.7
300651.XSHE,6.0,2019-11-29,25.65
300651.XSHE,7.0,2019-12-31,27.38
300651.XSHE,8.0,2020-01-23,26.78
300651.XSHE,9.0,2020-02-28,24.0
300651.XSHE,10.0,2020-03-31,25.08
300651.XSHE,11.0,2020-04-30,25.08
300652.XSHE,0.0,2019-05-31,20.84
300652.XSHE,1.0,2019-06-28,22.01
300652.XSHE,2.0,2019-07-31,20.49
300652.XSHE,3.0,2019-08-30,20.09
300652.XSHE,4.0,2019-09-30,20.34
300652.XSHE,5.0,2019-10-31,19.58
300652.XSHE,6.0,2019-11-29,18.92
300652.XSHE,7.0,2019-12-31,19.94
300652.XSHE,8.0,2020-01-23,20.08
300652.XSHE,9.0,2020-02-28,19.25
300652.XSHE,10.0,2020-03-31,19.06
300652.XSHE,11.0,2020-04-30,19.05
300653.XSHE,0.0,2019-05-31,67.89
300653.XSHE,1.0,2019-06-28,58.36
300653.XSHE,2.0,2019-07-31,62.49
300653.XSHE,3.0,2019-08-30,70.28
300653.XSHE,4.0,2019-09-30,83.26
300653.XSHE,5.0,2019-10-31,77.25
300653.XSHE,6.0,2019-11-29,75.6
300653.XSHE,7.0,2019-12-31,70.5
300653.XSHE,8.0,2020-01-23,77.22
300653.XSHE,9.0,2020-02-28,77.0
300653.XSHE,10.0,2020-03-31,69.61
300653.XSHE,11.0,2020-04-30,79.23
300654.XSHE,0.0,2019-05-31,14.3
300654.XSHE,1.0,2019-06-28,12.85
300654.XSHE,2.0,2019-07-31,12.57
300654.XSHE,3.0,2019-08-30,12.05
300654.XSHE,4.0,2019-09-30,11.75
300654.XSHE,5.0,2019-10-31,11.53
300654.XSHE,6.0,2019-11-29,10.52
300654.XSHE,7.0,2019-12-31,11.15
300654.XSHE,8.0,2020-01-23,10.73
300654.XSHE,9.0,2020-02-28,19.99
300654.XSHE,10.0,2020-03-31,12.35
300654.XSHE,11.0,2020-04-30,11.64
300655.XSHE,0.0,2019-05-31,16.74
300655.XSHE,1.0,2019-06-28,15.79
300655.XSHE,2.0,2019-07-31,19.5
300655.XSHE,3.0,2019-08-30,16.81
300655.XSHE,4.0,2019-09-30,20.82
300655.XSHE,5.0,2019-10-31,21.84
300655.XSHE,6.0,2019-11-29,27.15
300655.XSHE,7.0,2019-12-31,32.19
300655.XSHE,8.0,2020-01-23,39.27
300655.XSHE,9.0,2020-02-28,42.37
300655.XSHE,10.0,2020-03-31,33.2
300655.XSHE,11.0,2020-04-30,32.87
300656.XSHE,0.0,2019-05-31,18.82
300656.XSHE,1.0,2019-06-28,19.78
300656.XSHE,2.0,2019-07-31,19.52
300656.XSHE,3.0,2019-08-30,20.04
300656.XSHE,4.0,2019-09-30,19.9
300656.XSHE,5.0,2019-10-31,18.66
300656.XSHE,6.0,2019-11-29,17.31
300656.XSHE,7.0,2019-12-31,18.75
300656.XSHE,8.0,2020-01-23,21.36
300656.XSHE,9.0,2020-02-28,21.58
300656.XSHE,10.0,2020-03-31,18.77
300656.XSHE,11.0,2020-04-30,18.75
300657.XSHE,0.0,2019-05-31,12.98
300657.XSHE,1.0,2019-06-28,13.76
300657.XSHE,2.0,2019-07-31,16.65
300657.XSHE,3.0,2019-08-30,21.09
300657.XSHE,4.0,2019-09-30,21.45
300657.XSHE,5.0,2019-10-31,19.35
300657.XSHE,6.0,2019-11-29,18.47
300657.XSHE,7.0,2019-12-31,21.45
300657.XSHE,8.0,2020-01-23,21.07
300657.XSHE,9.0,2020-02-28,21.26
300657.XSHE,10.0,2020-03-31,16.45
300657.XSHE,11.0,2020-04-30,15.48
300658.XSHE,0.0,2019-05-31,12.43
300658.XSHE,1.0,2019-06-28,13.95
300658.XSHE,2.0,2019-07-31,14.1
300658.XSHE,3.0,2019-08-30,14.62
300658.XSHE,4.0,2019-09-30,13.9
300658.XSHE,5.0,2019-10-31,14.71
300658.XSHE,6.0,2019-11-29,14.15
300658.XSHE,7.0,2019-12-31,14.8
300658.XSHE,8.0,2020-01-23,14.47
300658.XSHE,9.0,2020-02-28,26.16
300658.XSHE,10.0,2020-03-31,24.96
300658.XSHE,11.0,2020-04-30,34.47
300659.XSHE,0.0,2019-05-31,23.7
300659.XSHE,1.0,2019-06-28,22.67
300659.XSHE,2.0,2019-07-31,21.56
300659.XSHE,3.0,2019-08-30,31.55
300659.XSHE,4.0,2019-09-30,34.93
300659.XSHE,5.0,2019-10-31,34.4
300659.XSHE,6.0,2019-11-29,32.12
300659.XSHE,7.0,2019-12-31,39.9
300659.XSHE,8.0,2020-01-23,51.06
300659.XSHE,9.0,2020-02-28,48.62
300659.XSHE,10.0,2020-03-31,43.66
300659.XSHE,11.0,2020-04-30,51.75
300660.XSHE,0.0,2019-05-31,15.66
300660.XSHE,1.0,2019-06-28,14.56
300660.XSHE,2.0,2019-07-31,15.07
300660.XSHE,3.0,2019-08-30,14.58
300660.XSHE,4.0,2019-09-30,15.54
300660.XSHE,5.0,2019-10-31,14.99
300660.XSHE,6.0,2019-11-29,14.54
300660.XSHE,7.0,2019-12-31,15.64
300660.XSHE,8.0,2020-01-23,15.2
300660.XSHE,9.0,2020-02-28,14.58
300660.XSHE,10.0,2020-03-31,13.86
300660.XSHE,11.0,2020-04-30,15.19
300661.XSHE,0.0,2019-05-31,50.51
300661.XSHE,1.0,2019-06-28,51.95
300661.XSHE,2.0,2019-07-31,75.85
300661.XSHE,3.0,2019-08-30,95.87
300661.XSHE,4.0,2019-09-30,114.2
300661.XSHE,5.0,2019-10-31,144.48
300661.XSHE,6.0,2019-11-29,142.47
300661.XSHE,7.0,2019-12-31,168.09
300661.XSHE,8.0,2020-01-23,183.16
300661.XSHE,9.0,2020-02-28,214.24
300661.XSHE,10.0,2020-03-31,178.66
300661.XSHE,11.0,2020-04-30,209.99
300662.XSHE,0.0,2019-05-31,34.15
300662.XSHE,1.0,2019-06-28,35.28
300662.XSHE,2.0,2019-07-31,32.59
300662.XSHE,3.0,2019-08-30,30.4
300662.XSHE,4.0,2019-09-30,28.15
300662.XSHE,5.0,2019-10-31,30.43
300662.XSHE,6.0,2019-11-29,29.12
300662.XSHE,7.0,2019-12-31,31.79
300662.XSHE,8.0,2020-01-23,33.8
300662.XSHE,9.0,2020-02-28,36.51
300662.XSHE,10.0,2020-03-31,33.36
300662.XSHE,11.0,2020-04-30,38.32
300663.XSHE,0.0,2019-05-31,28.89
300663.XSHE,1.0,2019-06-28,30.77
300663.XSHE,2.0,2019-07-31,26.72
300663.XSHE,3.0,2019-08-30,29.02
300663.XSHE,4.0,2019-09-30,27.9
300663.XSHE,5.0,2019-10-31,27.22
300663.XSHE,6.0,2019-11-29,24.94
300663.XSHE,7.0,2019-12-31,25.49
300663.XSHE,8.0,2020-01-23,25.4
300663.XSHE,9.0,2020-02-28,25.06
300663.XSHE,10.0,2020-03-31,20.72
300663.XSHE,11.0,2020-04-30,23.44
300664.XSHE,0.0,2019-05-31,6.9
300664.XSHE,1.0,2019-06-28,7.9
300664.XSHE,2.0,2019-07-31,8.1
300664.XSHE,3.0,2019-08-30,8.77
300664.XSHE,4.0,2019-09-30,7.56
300664.XSHE,5.0,2019-10-31,7.5
300664.XSHE,6.0,2019-11-29,7.9
300664.XSHE,7.0,2019-12-31,8.69
300664.XSHE,8.0,2020-01-23,8.6
300664.XSHE,9.0,2020-02-28,8.95
300664.XSHE,10.0,2020-03-31,8.68
300664.XSHE,11.0,2020-04-30,9.28
300665.XSHE,0.0,2019-05-31,10.84
300665.XSHE,1.0,2019-06-28,11.23
300665.XSHE,2.0,2019-07-31,10.57
300665.XSHE,3.0,2019-08-30,10.08
300665.XSHE,4.0,2019-09-30,10.11
300665.XSHE,5.0,2019-10-31,10.35
300665.XSHE,6.0,2019-11-29,9.91
300665.XSHE,7.0,2019-12-31,10.67
300665.XSHE,8.0,2020-01-23,10.15
300665.XSHE,9.0,2020-02-28,9.52
300665.XSHE,10.0,2020-03-31,9.93
300665.XSHE,11.0,2020-04-30,9.54
300666.XSHE,0.0,2019-05-31,40.82
300666.XSHE,1.0,2019-06-28,37.92
300666.XSHE,2.0,2019-07-31,38.45
300666.XSHE,3.0,2019-08-30,40.52
300666.XSHE,4.0,2019-09-30,42.28
300666.XSHE,5.0,2019-10-31,39.62
300666.XSHE,6.0,2019-11-29,36.95
300666.XSHE,7.0,2019-12-31,42.9
300666.XSHE,8.0,2020-01-23,52.74
300666.XSHE,9.0,2020-02-28,54.39
300666.XSHE,10.0,2020-03-31,47.96
300666.XSHE,11.0,2020-04-30,52.55
300667.XSHE,0.0,2019-05-31,30.44
300667.XSHE,1.0,2019-06-28,27.52
300667.XSHE,2.0,2019-07-31,30.05
300667.XSHE,3.0,2019-08-30,29.86
300667.XSHE,4.0,2019-09-30,29.05
300667.XSHE,5.0,2019-10-30,32.07
300667.XSHE,6.0,2019-11-29,26.65
300667.XSHE,7.0,2019-12-31,30.08
300667.XSHE,8.0,2020-01-23,28.88
300667.XSHE,9.0,2020-02-28,29.38
300667.XSHE,10.0,2020-03-31,25.75
300667.XSHE,11.0,2020-04-30,25.29
300668.XSHE,0.0,2019-05-31,18.88
300668.XSHE,1.0,2019-06-28,19.01
300668.XSHE,2.0,2019-07-31,18.41
300668.XSHE,3.0,2019-08-30,17.69
300668.XSHE,4.0,2019-09-30,18.08
300668.XSHE,5.0,2019-10-31,17.8
300668.XSHE,6.0,2019-11-29,16.2
300668.XSHE,7.0,2019-12-31,16.97
300668.XSHE,8.0,2020-01-23,17.72
300668.XSHE,9.0,2020-02-28,16.03
300668.XSHE,10.0,2020-03-31,15.08
300668.XSHE,11.0,2020-04-30,14.49
300669.XSHE,0.0,2019-05-31,15.68
300669.XSHE,1.0,2019-06-28,15.97
300669.XSHE,2.0,2019-07-31,16.59
300669.XSHE,3.0,2019-08-30,16.51
300669.XSHE,4.0,2019-09-30,17.3
300669.XSHE,5.0,2019-10-31,17.58
300669.XSHE,6.0,2019-11-29,19.13
300669.XSHE,7.0,2019-12-31,21.68
300669.XSHE,8.0,2020-01-23,22.62
300669.XSHE,9.0,2020-02-28,21.63
300669.XSHE,10.0,2020-03-31,30.59
300669.XSHE,11.0,2020-04-30,29.98
300670.XSHE,0.0,2019-05-31,9.26
300670.XSHE,1.0,2019-06-28,10.82
300670.XSHE,2.0,2019-07-31,9.63
300670.XSHE,3.0,2019-08-30,8.69
300670.XSHE,4.0,2019-09-30,8.95
300670.XSHE,5.0,2019-10-31,9.53
300670.XSHE,6.0,2019-11-29,8.07
300670.XSHE,7.0,2019-12-31,8.38
300670.XSHE,8.0,2020-01-23,7.89
300670.XSHE,9.0,2020-02-28,6.91
300670.XSHE,10.0,2020-03-31,7.24
300670.XSHE,11.0,2020-04-30,6.76
300671.XSHE,0.0,2019-05-31,29.85
300671.XSHE,1.0,2019-06-28,20.82
300671.XSHE,2.0,2019-07-31,23.63
300671.XSHE,3.0,2019-08-30,21.96
300671.XSHE,4.0,2019-09-30,21.47
300671.XSHE,5.0,2019-10-31,20.26
300671.XSHE,6.0,2019-11-29,19.4
300671.XSHE,7.0,2019-12-31,22.15
300671.XSHE,8.0,2020-01-23,27.22
300671.XSHE,9.0,2020-02-28,31.33
300671.XSHE,10.0,2020-03-31,23.8
300671.XSHE,11.0,2020-04-30,26.42
300672.XSHE,0.0,2019-05-31,33.07
300672.XSHE,1.0,2019-06-28,31.31
300672.XSHE,2.0,2019-07-31,30.19
300672.XSHE,3.0,2019-08-30,32.31
300672.XSHE,4.0,2019-09-30,37.4
300672.XSHE,5.0,2019-10-31,40.81
300672.XSHE,6.0,2019-11-29,36.59
300672.XSHE,7.0,2019-12-31,40.66
300672.XSHE,8.0,2020-01-23,59.0
300672.XSHE,9.0,2020-02-28,52.88
300672.XSHE,10.0,2020-03-31,42.2
300672.XSHE,11.0,2020-04-30,45.67
300673.XSHE,0.0,2019-05-31,27.57
300673.XSHE,1.0,2019-06-28,26.62
300673.XSHE,2.0,2019-07-31,25.97
300673.XSHE,3.0,2019-08-30,25.45
300673.XSHE,4.0,2019-09-30,28.75
300673.XSHE,5.0,2019-10-31,28.55
300673.XSHE,6.0,2019-11-29,23.98
300673.XSHE,7.0,2019-12-31,27.89
300673.XSHE,8.0,2020-01-23,26.0
300673.XSHE,9.0,2020-02-28,27.33
300673.XSHE,10.0,2020-03-31,25.69
300673.XSHE,11.0,2020-04-30,28.39
300674.XSHE,0.0,2019-05-31,34.68
300674.XSHE,1.0,2019-06-28,27.9
300674.XSHE,2.0,2019-07-31,30.24
300674.XSHE,3.0,2019-08-30,28.5
300674.XSHE,4.0,2019-09-30,30.3
300674.XSHE,5.0,2019-10-31,26.24
300674.XSHE,6.0,2019-11-29,23.02
300674.XSHE,7.0,2019-12-31,26.25
300674.XSHE,8.0,2020-01-23,36.82
300674.XSHE,9.0,2020-02-28,35.81
300674.XSHE,10.0,2020-03-31,34.76
300674.XSHE,11.0,2020-04-30,40.44
300675.XSHE,0.0,2019-05-31,19.79
300675.XSHE,1.0,2019-06-28,17.82
300675.XSHE,2.0,2019-07-31,16.48
300675.XSHE,3.0,2019-08-30,16.68
300675.XSHE,4.0,2019-09-30,15.59
300675.XSHE,5.0,2019-10-31,14.75
300675.XSHE,6.0,2019-11-29,15.38
300675.XSHE,7.0,2019-12-31,14.48
300675.XSHE,8.0,2020-01-23,13.92
300675.XSHE,9.0,2020-02-28,13.1
300675.XSHE,10.0,2020-03-31,12.84
300675.XSHE,11.0,2020-04-30,12.8
300676.XSHE,0.0,2019-05-31,60.29
300676.XSHE,1.0,2019-06-28,57.04
300676.XSHE,2.0,2019-07-31,62.5
300676.XSHE,3.0,2019-08-30,62.02
300676.XSHE,4.0,2019-09-30,63.98
300676.XSHE,5.0,2019-10-31,58.88
300676.XSHE,6.0,2019-11-29,59.29
300676.XSHE,7.0,2019-12-31,68.7
300676.XSHE,8.0,2020-01-23,79.5
300676.XSHE,9.0,2020-02-28,82.85
300676.XSHE,10.0,2020-03-31,84.7
300676.XSHE,11.0,2020-04-30,105.24
300677.XSHE,0.0,2019-05-31,16.27
300677.XSHE,1.0,2019-06-28,16.06
300677.XSHE,2.0,2019-07-31,16.31
300677.XSHE,3.0,2019-08-30,15.99
300677.XSHE,4.0,2019-09-30,15.59
300677.XSHE,5.0,2019-10-31,15.7
300677.XSHE,6.0,2019-11-29,15.24
300677.XSHE,7.0,2019-12-31,16.59
300677.XSHE,8.0,2020-01-23,23.61
300677.XSHE,9.0,2020-02-28,45.98
300677.XSHE,10.0,2020-03-31,46.67
300677.XSHE,11.0,2020-04-30,56.32
300678.XSHE,0.0,2019-05-31,21.01
300678.XSHE,1.0,2019-06-28,22.01
300678.XSHE,2.0,2019-07-31,21.0
300678.XSHE,3.0,2019-08-30,21.15
300678.XSHE,4.0,2019-09-30,21.57
300678.XSHE,5.0,2019-10-31,21.92
300678.XSHE,6.0,2019-11-29,20.32
300678.XSHE,7.0,2019-12-31,21.56
300678.XSHE,8.0,2020-01-23,22.3
300678.XSHE,9.0,2020-02-28,22.72
300678.XSHE,10.0,2020-03-31,21.14
300678.XSHE,11.0,2020-04-30,21.76
300679.XSHE,0.0,2019-05-31,23.88
300679.XSHE,1.0,2019-06-28,27.86
300679.XSHE,2.0,2019-07-31,34.11
300679.XSHE,3.0,2019-08-30,37.02
300679.XSHE,4.0,2019-09-30,35.72
300679.XSHE,5.0,2019-10-31,33.91
300679.XSHE,6.0,2019-11-29,39.5
300679.XSHE,7.0,2019-12-31,38.05
300679.XSHE,8.0,2020-01-23,39.87
300679.XSHE,9.0,2020-02-28,43.52
300679.XSHE,10.0,2020-03-31,34.33
300679.XSHE,11.0,2020-04-30,32.96
300680.XSHE,0.0,2019-05-31,10.47
300680.XSHE,1.0,2019-06-28,11.34
300680.XSHE,2.0,2019-07-31,11.13
300680.XSHE,3.0,2019-08-30,10.58
300680.XSHE,4.0,2019-09-30,10.95
300680.XSHE,5.0,2019-10-31,11.0
300680.XSHE,6.0,2019-11-29,10.41
300680.XSHE,7.0,2019-12-31,12.61
300680.XSHE,8.0,2020-01-23,12.16
300680.XSHE,9.0,2020-02-28,12.44
300680.XSHE,10.0,2020-03-31,15.82
300680.XSHE,11.0,2020-04-30,12.78
300681.XSHE,0.0,2019-05-31,27.77
300681.XSHE,1.0,2019-06-28,27.17
300681.XSHE,2.0,2019-07-31,25.42
300681.XSHE,3.0,2019-08-30,25.5
300681.XSHE,4.0,2019-09-30,28.84
300681.XSHE,5.0,2019-10-31,30.82
300681.XSHE,6.0,2019-11-29,31.55
300681.XSHE,7.0,2019-12-31,34.15
300681.XSHE,8.0,2020-01-23,35.48
